n,family,sample_id,gamma,beta,action_mode,log_H_mean,log_H_std,entropy_method,penalty_neutral,penalty_geometric,penalty_effective,score,score_per_node,score_per_nlogn,log_H_norm,penalty_norm,log_H_norm_scale,penalty_norm_scale,score_norm,score_norm_std_est,normalization_method,normalization_group
20,KR_like,0,0.6,1.0,A3,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,9.833964739757086,-21.4656454241775,-1.073282271208875,-0.3582704237904361,-0.016164287346325083,5.505252208335004,5.444251003571674,1.5817847880126672,3.3193156123473275,0.0,robust_zscore,n
20,KR_like,0,0.8,1.0,A1,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,0.06910486111111111,-27.310740379142864,-1.3655370189571432,-0.45582745528095425,-0.016164287346325083,-0.6680653963401624,5.444251003571674,1.5817847880126672,-0.5182880297258048,0.0,robust_zscore,n
20,KR_like,0,0.8,1.0,A2,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,9.903069600868196,-19.443568587337193,-0.9721784293668596,-0.3245211322617674,-0.016164287346325083,5.548940111793687,5.444251003571674,1.5817847880126672,4.455316376781275,0.0,robust_zscore,n
20,KR_like,0,0.8,1.0,A3,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,9.833964739757086,-19.498852476226084,-0.9749426238113041,-0.32544384303563945,-0.016164287346325083,5.505252208335004,5.444251003571674,1.5817847880126672,4.420366054014329,0.0,robust_zscore,n
20,KR_like,0,1.0,1.0,A1,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,0.06910486111111111,-27.29691940692064,-1.364845970346032,-0.45559677758748623,-0.016164287346325083,-0.6680653963401624,5.444251003571674,1.5817847880126672,-0.6519011089938372,0.0,robust_zscore,n
20,KR_like,0,1.0,1.0,A2,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,9.903069600868196,-17.462954667163554,-0.8731477333581777,-0.29146387381350264,-0.016164287346325083,5.548940111793687,5.444251003571674,1.5817847880126672,5.565104399140012,0.0,robust_zscore,n
20,KR_like,0,1.0,1.0,A3,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,9.833964739757086,-17.532059528274665,-0.8766029764137333,-0.29261726228084267,-0.016164287346325083,5.505252208335004,5.444251003571674,1.5817847880126672,5.521416495681329,0.0,robust_zscore,n
20,KR_like,0,1.5,1.0,A1,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,0.06910486111111111,-27.262366976365083,-1.363118348818254,-0.45502008335381616,-0.016164287346325083,-0.6680653963401624,5.444251003571674,1.5817847880126672,-0.9859338071639184,0.0,robust_zscore,n
20,KR_like,0,1.5,1.0,A2,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,9.903069600868196,-12.511419866729456,-0.6255709933364728,-0.20882072769284082,-0.016164287346325083,5.548940111793687,5.444251003571674,1.5817847880126672,8.339574455036855,0.0,robust_zscore,n
20,KR_like,0,1.5,1.0,A3,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,9.833964739757086,-12.615077158396122,-0.6307538579198061,-0.21055081039385087,-0.016164287346325083,5.505252208335004,5.444251003571674,1.5817847880126672,8.27404259984883,0.0,robust_zscore,n
20,KR_like,0,2.0,1.0,A1,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,0.06910486111111111,-27.22781454580953,-1.3613907272904764,-0.4544433891201462,-0.016164287346325083,-0.6680653963401624,5.444251003571674,1.5817847880126672,-1.3199665053339997,0.0,robust_zscore,n
20,KR_like,0,2.0,1.0,A2,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,9.903069600868196,-7.559885066295358,-0.3779942533147679,-0.12617758157217898,-0.016164287346325083,5.548940111793687,5.444251003571674,1.5817847880126672,11.114044510933699,0.0,robust_zscore,n
20,KR_like,0,2.0,1.0,A3,27.36602426803175,0.0,exact,0.06910486111111111,9.833964739757086,9.833964739757086,-7.6980947885175794,-0.384904739425879,-0.12848435850685908,-0.016164287346325083,5.505252208335004,5.444251003571674,1.5817847880126672,11.026668704016332,0.0,robust_zscore,n
20,KR_like,1,0.0,1.0,A1,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,0.06657986111111112,-27.542029143246257,-1.3771014571623128,-0.45968775959027436,0.016164287346325735,-0.6696616944074693,5.444251003571674,1.5817847880126672,-0.016164287346325735,0.0,robust_zscore,n
20,KR_like,1,0.0,1.0,A2,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.694923709085392,-27.542029143246257,-1.3771014571623128,-0.45968775959027436,0.016164287346325735,6.681745359256243,5.444251003571674,1.5817847880126672,-0.016164287346325735,0.0,robust_zscore,n
20,KR_like,1,0.0,1.0,A3,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.628343847974282,-27.542029143246257,-1.3771014571623128,-0.45968775959027436,0.016164287346325735,6.6396537538648674,5.444251003571674,1.5817847880126672,-0.016164287346325735,0.0,robust_zscore,n
20,KR_like,1,0.2,1.0,A1,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,0.06657986111111112,-27.528713171024034,-1.3764356585512016,-0.45946551055387386,0.016164287346325735,-0.6696616944074693,5.444251003571674,1.5817847880126672,-0.1500966262278196,0.0,robust_zscore,n
20,KR_like,1,0.2,1.0,A2,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.694923709085392,-25.203044401429178,-1.260152220071459,-0.42064914518428437,0.016164287346325735,6.681745359256243,5.444251003571674,1.5817847880126672,1.320184784504923,0.0,robust_zscore,n
20,KR_like,1,0.2,1.0,A3,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.628343847974282,-25.2163603736514,-1.2608180186825702,-0.4208713942206848,0.016164287346325735,6.6396537538648674,5.444251003571674,1.5817847880126672,1.311766463426648,0.0,robust_zscore,n
20,KR_like,1,0.4,1.0,A1,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,0.06657986111111112,-27.515397198801814,-1.3757698599400907,-0.45924326151747347,0.016164287346325735,-0.6696616944074693,5.444251003571674,1.5817847880126672,-0.28402896510931347,0.0,robust_zscore,n
