family,N,rep,perturbation,pert_rep,in_window_orig,F7_orig,cf_orig,returned,return_step,delta_F_recovery,basin_retention,final_F
Lor2D,20,0,del_edge,2,True,33.43832182881759,0.47368421052631576,True,26,-13.68470842735736,False,19.753613401460232
Lor2D,20,0,del_node,0,True,33.43832182881759,0.47368421052631576,True,1,-15.415115931748588,False,18.023205897069005
Lor2D,20,0,del_node,1,True,33.43832182881759,0.47368421052631576,True,1,-17.40902672903144,False,16.029295099786154
Lor2D,20,0,del_node,2,True,33.43832182881759,0.47368421052631576,True,1,-18.64783107298549,False,14.790490755832105
Lor2D,20,1,add_edge,0,False,30.305447467543363,0.5684210526315789,False,-1,-12.064976324280085,False,18.240471143263278
Lor2D,20,1,add_edge,1,False,30.305447467543363,0.5684210526315789,False,-1,-16.928511215351847,False,13.376936252191514
Lor2D,20,1,add_edge,2,False,30.305447467543363,0.5684210526315789,False,-1,-17.38102404250232,False,12.924423425041041
Lor2D,20,1,del_edge,0,False,30.305447467543363,0.5684210526315789,False,-1,-19.99811771654278,False,10.307329751000585
Lor2D,20,1,del_edge,1,False,30.305447467543363,0.5684210526315789,False,-1,-12.00081186075527,True,18.304635606788093
Lor2D,20,1,del_edge,2,False,30.305447467543363,0.5684210526315789,True,1,-12.310399782701388,True,17.995047684841975
Lor2D,20,1,del_node,0,False,30.305447467543363,0.5684210526315789,False,-1,-16.185025750131746,False,14.120421717411617
Lor2D,20,1,del_node,1,False,30.305447467543363,0.5684210526315789,False,-1,-17.36314565111912,False,12.942301816424244
Lor2D,20,1,del_node,2,False,30.305447467543363,0.5684210526315789,True,2,-15.39443169462757,True,14.911015772915793
Lor2D,20,2,add_edge,0,True,32.665136693950934,0.5052631578947369,True,1,-8.746466477427752,True,23.918670216523182
Lor2D,20,2,add_edge,1,True,32.665136693950934,0.5052631578947369,True,1,-17.52654457797014,False,15.138592115980796
Lor2D,20,2,add_edge,2,True,32.665136693950934,0.5052631578947369,True,2,-22.085556798112492,False,10.579579895838442
Lor2D,20,2,del_edge,0,True,32.665136693950934,0.5052631578947369,True,1,-15.619030473777325,False,17.04610622017361
Lor2D,20,2,del_edge,1,True,32.665136693950934,0.5052631578947369,True,1,-23.810960938934976,False,8.854175755015959
Lor2D,20,2,del_edge,2,True,32.665136693950934,0.5052631578947369,True,1,-14.507473293747495,False,18.15766340020344
Lor2D,20,2,del_node,0,True,32.665136693950934,0.5052631578947369,True,1,-3.2217116036502986,False,29.443425090300636
Lor2D,20,2,del_node,1,True,32.665136693950934,0.5052631578947369,True,1,-18.777610602091393,False,13.887526091859542
Lor2D,20,2,del_node,2,True,32.665136693950934,0.5052631578947369,True,1,-17.951071456743477,False,14.714065237207455
Lor3D,20,0,add_edge,0,False,40.761638222053136,0.29473684210526313,True,1,-15.896260562709173,False,24.865377659343963
Lor3D,20,0,add_edge,1,False,40.761638222053136,0.29473684210526313,True,1,-14.797461655401392,False,25.964176566651744
Lor3D,20,0,add_edge,2,False,40.761638222053136,0.29473684210526313,True,1,-14.111638833609817,False,26.64999938844332
Lor3D,20,0,del_edge,0,False,40.761638222053136,0.29473684210526313,True,1,-20.70608068143995,False,20.055557540613187
Lor3D,20,0,del_edge,1,False,40.761638222053136,0.29473684210526313,True,1,-23.376303420670084,False,17.385334801383053
Lor3D,20,0,del_edge,2,False,40.761638222053136,0.29473684210526313,True,9,-26.542938051731205,False,14.218700170321931
Lor3D,20,0,del_node,0,False,40.761638222053136,0.29473684210526313,True,1,-18.43246692784898,False,22.329171294204155
Lor3D,20,0,del_node,1,False,40.761638222053136,0.29473684210526313,True,1,-21.96167157293926,False,18.799966649113877
Lor3D,20,0,del_node,2,False,40.761638222053136,0.29473684210526313,True,1,-24.71934994636895,False,16.042288275684186
Lor3D,20,1,add_edge,0,False,41.42421264545081,0.26842105263157895,True,1,-20.62694532738505,False,20.797267318065757
Lor3D,20,1,add_edge,1,False,41.42421264545081,0.26842105263157895,True,5,-21.331305869534045,False,20.092906775916763
Lor3D,20,1,add_edge,2,False,41.42421264545081,0.26842105263157895,True,2,-24.711160569501413,False,16.713052075949395
Lor3D,20,1,del_edge,0,False,41.42421264545081,0.26842105263157895,True,5,-19.11130923490521,False,22.312903410545598
