beta,gamma,lam,eta,kappa,L_B,L_C,L_A,L_D,L_total
0.5,3.0,0.5666666666666667,0.4,0.05,0.0,0.11570398899818726,434.5456404778671,0.0,217.38852422793173
0.5,3.0,0.5666666666666667,0.4,0.2,0.0,0.1157134113410725,434.58498735048886,0.0,217.4082070865855
0.5,3.0,0.5666666666666667,0.4,0.35,0.0,0.11572294081351199,434.6243712715311,0.0,217.42790857657906
0.5,3.0,0.5666666666666667,0.4,0.5,0.0,0.11573257746062288,434.66379224099546,0.0,217.44762869795835
0.5,3.0,0.5666666666666667,0.7,0.05,0.0,0.09510256793401443,431.5370489672773,0.0,215.86362705157268
0.5,3.0,0.5666666666666667,0.7,0.2,0.0,0.09511637865399426,431.5795675606878,0.0,215.88490015899788
0.5,3.0,0.5666666666666667,0.7,0.35,0.0,0.09513042011314533,431.62212320252047,0.0,215.90619202137339
0.5,3.0,0.5666666666666667,0.7,0.5,0.0,0.09514469209613947,431.6647158927732,0.0,215.92750263848274
0.5,3.0,0.5666666666666667,1.0,0.05,0.0,0.07935472315866456,428.8770656975712,0.0,214.51788757194427
0.5,3.0,0.5666666666666667,1.0,0.2,0.0,0.07935961339553466,428.92275601177124,0.0,214.54073761928115
0.5,3.0,0.5666666666666667,1.0,0.35,0.0,0.07936484541399721,428.96848337439314,0.0,214.56360653261058
0.5,3.0,0.5666666666666667,1.0,0.5,0.0,0.07937041935127209,429.01424778543645,0.0,214.5864943120695
0.5,3.0,1.0333333333333332,0.1,0.05,0.0,0.13306057035000293,435.85715623780885,0.0,218.06163868925444
0.5,3.0,1.0333333333333332,0.1,0.2,0.0,0.13306880713396624,435.8932933110941,0.0,218.079715462681
0.5,3.0,1.0333333333333332,0.1,0.35,0.0,0.13307699427279124,435.9294674328004,0.0,218.09781071067297
0.5,3.0,1.0333333333333332,0.1,0.5,0.0,0.13308513233204497,435.9656786029281,0.0,218.1159244337961
0.5,3.0,1.0333333333333332,0.4,0.05,0.0,0.10957216124219772,432.51591954378125,0.0,216.36753193313282
0.5,3.0,1.0333333333333332,0.4,0.2,0.0,0.109595576746141,432.5552283378561,0.0,216.38720974567417
0.5,3.0,1.0333333333333332,0.4,0.35,0.0,0.10961906757630488,432.5945741803526,0.0,216.40690615775262
0.5,3.0,1.0333333333333332,0.4,0.5,0.0,0.10964263341908331,432.6339570712704,0.0,216.42662116905427
0.5,3.0,1.0333333333333332,0.7,0.05,0.0,0.08928296675297401,429.5232910906391,0.0,214.8509285120725
0.5,3.0,1.0333333333333332,0.7,0.2,0.0,0.08930963708901253,429.56577160550313,0.0,214.87219543984057
0.5,3.0,1.0333333333333332,0.7,0.35,0.0,0.08933652002921705,429.60828916878825,0.0,214.89348110442333
0.5,3.0,1.0333333333333332,0.7,0.5,0.0,0.08936361487769881,429.6508437804956,0.0,214.9147855051255
