n,family,sample_id,gamma,beta,action_mode,log_H_mean,log_H_std,entropy_method,penalty_neutral,penalty_geometric,penalty_info,penalty_effective,score,score_per_node,score_per_nlogn,log_H_norm,penalty_norm,log_H_norm_scale,penalty_norm_scale,score_norm,score_norm_std_est,normalization_method,normalization_group
10,KR_2layer,1,0.0,1.0,A3,12.331823850835734,0.0,exact,0.06409999999999998,41.93608009051403,7.247778541720083,41.93608009051403,-12.331823850835734,-1.2331823850835735,-0.5355643050220869,0.9000171749354334,21.61789857788619,2.7748842334516826,1.8769069823977402,-0.9000171749354334,0.0,robust_zscore,n
10,KR_2layer,1,0.0,1.0,A4,12.331823850835734,0.0,exact,0.06409999999999998,41.93608009051403,7.247778541720083,7.247778541720083,-12.331823850835734,-1.2331823850835735,-0.5355643050220869,0.9000171749354334,3.1362679621378264,2.7748842334516826,1.8769069823977402,-0.9000171749354334,0.0,robust_zscore,n
10,KR_2layer,1,0.2,1.0,A1,12.331823850835734,0.0,exact,0.06409999999999998,41.93608009051403,7.247778541720083,0.06409999999999998,-12.319003850835735,-1.2319003850835735,-0.5350075394962869,0.9000171749354334,-0.6911345725061473,2.7748842334516826,1.8769069823977402,-1.038244089436663,0.0,robust_zscore,n
10,KR_2layer,1,0.2,1.0,A3,12.331823850835734,0.0,exact,0.06409999999999998,41.93608009051403,7.247778541720083,41.93608009051403,-3.9446078327329275,-0.39446078327329276,-0.17131214150282556,0.9000171749354334,21.61789857788619,2.7748842334516826,1.8769069823977402,3.4235625406418047,0.0,robust_zscore,n
10,KR_2layer,1,0.2,1.0,A4,12.331823850835734,0.0,exact,0.06409999999999998,41.93608009051403,7.247778541720083,7.247778541720083,-10.882268142491718,-1.0882268142491718,-0.47261090048757026,0.9000171749354334,3.1362679621378264,2.7748842334516826,1.8769069823977402,-0.27276358250786814,0.0,robust_zscore,n
10,KR_2layer,1,0.5,1.0,A1,12.331823850835734,0.0,exact,0.06409999999999998,41.93608009051403,7.247778541720083,0.06409999999999998,-12.299773850835734,-1.2299773850835733,-0.5341723912075869,0.9000171749354334,-0.6911345725061473,2.7748842334516826,1.8769069823977402,-1.245584461188507,0.0,robust_zscore,n
10,KR_2layer,1,0.5,1.0,A3,12.331823850835734,0.0,exact,0.06409999999999998,41.93608009051403,7.247778541720083,41.93608009051403,8.636216194421282,0.8636216194421282,0.3750661037760663,0.9000171749354334,21.61789857788619,2.7748842334516826,1.8769069823977402,9.908932114007662,0.0,robust_zscore,n
10,KR_2layer,1,0.5,1.0,A4,12.331823850835734,0.0,exact,0.06409999999999998,41.93608009051403,7.247778541720083,7.247778541720083,-8.707934579975692,-0.8707934579975692,-0.3781807936857953,0.9000171749354334,3.1362679621378264,2.7748842334516826,1.8769069823977402,0.6681168061334798,0.0,robust_zscore,n
10,KR_2layer,1,1.0,1.0,A1,12.331823850835734,0.0,exact,0.06409999999999998,41.93608009051403,7.247778541720083,0.06409999999999998,-12.267723850835734,-1.2267723850835734,-0.532780477393087,0.9000171749354334,-0.6911345725061473,2.7748842334516826,1.8769069823977402,-1.5911517474415806,0.0,robust_zscore,n
10,KR_2layer,1,1.0,1.0,A3,12.331823850835734,0.0,exact,0.06409999999999998,41.93608009051403,7.247778541720083,41.93608009051403,29.6042562396783,2.96042562396783,1.2856965125742195,0.9000171749354334,21.61789857788619,2.7748842334516826,1.8769069823977402,20.717881402950756,0.0,robust_zscore,n
